Номенклатура;Дата;Количество;Цена;Сумма;НДС;Контрагент;Организация
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-02-02 23:59:57;328.0;129.22;21192.08;3532.01;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-02-02 11:17:57;328.0;148.03;24277.25;4046.21;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-31 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-31 16:58:01;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-30 23:59:57;816.0;129.22;52721.76;8786.96;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-30 19:30:02;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-30 17:44:59;136.0;196.9;13388.93;2231.49;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-30 17:44:55;384.0;150.41;28878.34;4813.06;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-30 12:11:02;88.0;148.03;6513.41;1085.57;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-26 23:59:57;240.0;129.22;15506.4;2584.4;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-26 12:12:01;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-24 23:59:57;320.0;129.22;20675.2;3445.87;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-24 16:06:39;320.0;148.03;23685.12;3947.52;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-23 23:59:57;872.0;129.22;56339.92;9389.99;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-23 11:59:39;456.0;196.9;44892.29;7482.05;Лента ООО РЦ Новосибирск;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-23 11:59:34;224.0;150.41;16845.7;2807.62;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-23 11:59:28;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-22 23:59:57;144.0;129.22;9303.84;1550.64;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-22 14:22:39;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-19 23:59:57;256.0;129.22;16540.16;2756.69;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-19 14:13:57;256.0;148.03;18948.1;3158.02;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-16 23:59:57;968.0;129.22;62542.48;10423.75;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-16 22:43:17;384.0;148.03;28422.14;4737.02;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-16 10:37:39;264.0;150.41;19853.86;3308.98;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-16 10:37:35;64.0;148.03;4737.02;789.5;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-16 10:18:58;256.0;148.03;18948.1;3158.02;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-13 23:59:57;272.0;129.22;17573.92;2928.99;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-13 09:06:34;272.0;148.03;20132.35;3355.39;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-10 23:59:57;168.0;129.22;10854.48;1809.08;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-10 18:01:13;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-09 23:59:57;432.0;129.22;27911.52;4651.92;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-09 07:15:21;80.0;148.03;5921.28;986.88;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-09 07:15:18;352.0;150.41;26471.81;4411.97;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-05 23:59:57;112.0;129.22;7236.32;1206.05;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2024-01-05 12:24:01;112.0;148.03;8289.79;1381.63;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-28 23:59:57;152.0;129.22;9820.72;1636.79;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-28 22:28:09;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-27 23:59:58;136.0;129.22;8786.96;1464.49;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-25 23:59:57;176.0;129.22;11371.36;1895.23;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-25 11:06:12;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-22 23:59:57;160.0;129.22;10337.6;1722.93;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-22 17:38:31;160.0;148.03;11842.56;1973.76;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-19 23:59:57;304.0;129.22;19641.44;3273.57;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-19 13:11:18;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-19 08:53:21;184.0;148.03;13618.94;2269.82;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-18 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-18 15:53:13;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-15 23:59:57;272.0;129.22;17573.92;2928.99;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-15 17:50:26;272.0;148.03;20132.35;3355.39;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-13 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-13 21:40:01;136.0;150.41;10227.74;1704.62;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-12 23:59:57;152.0;129.22;9820.72;1636.79;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-12 15:52:18;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-11 23:59:57;152.0;129.22;9820.72;1636.79;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-11 13:09:26;152.0;148.03;11250.43;1875.07;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-08 23:59:57;144.0;129.22;9303.84;1550.64;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-08 09:53:14;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-05 23:59:57;352.0;129.22;22742.72;3790.45;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-05 23:39:15;128.0;148.03;9474.05;1579.01;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-05 09:10:26;224.0;150.41;16845.7;2807.62;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-04 23:59:57;136.0;129.22;8786.96;1464.49;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-04 19:02:25;136.0;148.03;10066.18;1677.7;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-01 23:59:57;168.0;129.22;10854.48;1809.08;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-12-01 07:26:56;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-28 23:59:57;536.0;129.22;34630.96;5771.83;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-28 22:24:11;240.0;148.03;17763.84;2960.64;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-28 20:39:56;184.0;150.41;13837.54;2306.26;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-28 02:48:55;112.0;148.03;8289.79;1381.63;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-24 23:59:57;192.0;129.22;12405.12;2067.52;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-24 06:59:24;192.0;148.03;14211.07;2368.51;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-23 23:59:57;64.0;129.22;4135.04;689.17;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-23 20:36:05;64.0;148.03;4737.02;789.5;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-21 23:59:57;208.0;129.22;13438.88;2239.81;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-21 14:12:36;208.0;148.03;15395.33;2565.89;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-20 23:59:57;176.0;129.22;11371.36;1895.23;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-20 06:19:20;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-17 23:59:57;232.0;129.22;14989.52;2498.25;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-17 15:29:17;88.0;148.03;6513.41;1085.57;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-17 10:51:45;144.0;148.03;10658.3;1776.38;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-15 23:59:57;184.0;129.22;11888.24;1981.37;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-15 03:43:08;184.0;150.41;13837.54;2306.26;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-14 23:59:57;448.0;129.22;28945.28;4824.21;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-14 17:20:34;448.0;148.03;33159.17;5526.53;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-13 23:59:57;72.0;129.22;4651.92;775.32;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-13 04:57:15;72.0;148.03;5329.15;888.19;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-10 23:59:57;168.0;129.22;10854.48;1809.08;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-10 14:42:17;168.0;148.03;12434.69;2072.45;Лента ООО РЦ Лешино;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-07 23:59:57;400.0;129.22;25844.0;4307.33;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-07 19:05:06;184.0;150.41;13837.54;2306.26;Лента ООО РЦ Екатеринбург;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-07 15:24:07;216.0;148.03;15987.46;2664.58;Лента ООО РЦ Ижора;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-06 23:59:58;296.0;129.22;19124.56;3187.43;7 Утра ООО;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-06 23:59:57;176.0;129.22;11371.36;1895.23;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-06 09:14:00;176.0;148.03;13026.82;2171.14;Лента ООО РЦ Тольятти;"ООО ""ВоронежАгро-М"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-03 23:59:57;448.0;129.22;28945.28;4824.21;ВРА-М ООО;"ООО ""7 Утра"""
"Пр.из творога ""365 дней"" 24%.500г.пакет.8шт";2023-11-03 15:51:34;120.0;148.03;8881.92;1480.32;Лента ООО РЦ Ростов ;"ООО ""ВоронежАгро-М"""
